Label,duration1,duration10,duration11,duration12,duration13,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration9,move1,move10,move11,move12,move13,move2,move3,move4,move5,move6,move7,move8,move9,totalMove1,totalMove10,totalMove11,totalMove12,totalMove13,totalMove2,totalMove3,totalMove4,totalMove5,totalMove6,totalMove7,totalMove8,totalMove9
TRUE,7945842402.44,83225119.693,97757899.9788,32605890.4232,33764205.5706,20147817359.6,721316759.312,67808850.6953,137113368.346,348769612.645,60052842.9266,1294864698.33,72034062.0695,171746.082238,3050.00959192,9951.05782387,7970.31787095,141362.410168,5158.00445934,29361.710108,14182.7261723,12297.0688818,14591.5159393,21838.725126,19038.7864776,2152.51501213,171746.082238,3050.00959192,9951.05782387,7970.31787095,141362.410168,5158.00445934,29361.710108,14182.7261723,12297.0688818,14591.5159393,21838.725126,19038.7864776,2152.51501213
FALSE,81483188.2438,9950690.91839,28315948.0427,97640071.5219,5398729.08408,10460883.5219,110380820.315,20221397.0131,37655810.161,80737422.161,19440023.0131,24188866.2438,229858198.244,23160.5759148,4526.90133549,3511.6225784,3895.08075193,20468.2121731,516.554953881,1817.76745802,3190.66240166,5086.62109659,4010.02791217,2593.98136798,1386.19537803,2902.37009615,23160.5759148,4526.90133549,3511.6225784,3895.08075193,20468.2121731,516.554953881,1817.76745802,3190.66240166,5086.62109659,4010.02791217,2593.98136798,1386.19537803,2902.37009615
