Label,duration1,duration10,duration11,duration12,duration13,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration9,move1,move10,move11,move12,move13,move2,move3,move4,move5,move6,move7,move8,move9,totalMove1,totalMove10,totalMove11,totalMove12,totalMove13,totalMove2,totalMove3,totalMove4,totalMove5,totalMove6,totalMove7,totalMove8,totalMove9
TRUE,39903.4,4164.1,5569.45,4330.55,7381.15,40116.8,12176.1,6929.85,6784.85,5363.1,6130.4,7037.25,4900,522.253410382,64.2134372029,79.2285804064,80.9548052521,439.186375528,97.4788264911,189.816857103,97.5912456333,105.950173077,92.7259488591,106.573476465,134.000444814,49.80105994,522.253410382,64.2134372029,79.2285804064,80.9548052521,439.186375528,97.4788264911,189.816857103,97.5912456333,105.950173077,92.7259488591,106.573476465,134.000444814,49.80105994
FALSE,13669.5333333,6280.73333333,7979,9539.73333333,8926.8,9038.06666667,18259.1333333,8255.2,9967.06666667,9387.93333333,7474.2,8592.6,10447.8666667,360.783167421,88.9107705022,84.710967122,107.719451135,447.017009194,98.8612033486,164.633613221,97.05456241,116.005558106,89.8117573323,92.7440627834,100.23685356,83.9462589489,360.783167421,88.9107705022,84.710967122,107.719451135,447.017009194,98.8612033486,164.633613221,97.05456241,116.005558106,89.8117573323,92.7440627834,100.23685356,83.9462589489
