Label,duration1,duration10,duration11,duration12,duration13,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration9,move1,move10,move11,move12,move13,move2,move3,move4,move5,move6,move7,move8,move9,totalMove1,totalMove10,totalMove11,totalMove12,totalMove13,totalMove2,totalMove3,totalMove4,totalMove5,totalMove6,totalMove7,totalMove8,totalMove9
TRUE,37062.3809524,5736.52380952,8643.19047619,6120.14285714,7779.66666667,39872.1904762,18519.1904762,8183.28571429,9206.38095238,11296.8095238,7340.57142857,17169.6666667,7270.57142857,523.314610461,69.5407090249,87.0590994306,83.0071152281,474.216395997,88.0451531402,220.48486581,109.402661824,110.249682675,114.478334849,129.490244175,133.489073135,51.0930526546,523.314610461,69.5407090249,87.0590994306,83.0071152281,474.216395997,88.0451531402,220.48486581,109.402661824,110.249682675,114.478334849,129.490244175,133.489073135,51.0930526546
FALSE,12917.2307692,6225.61538462,7886.84615385,9684.92307692,8718.53846154,8430.07692308,16543.4615385,8088.23076923,9106.46153846,8966.46153846,6886.76923077,8701.76923077,10047.7692308,268.764606088,115.14477337,99.9152597453,123.327522798,388.942066475,101.770725656,171.486237451,119.650211671,129.461246935,115.064028781,102.276813082,107.684482953,93.9496800497,268.764606088,115.14477337,99.9152597453,123.327522798,388.942066475,101.770725656,171.486237451,119.650211671,129.461246935,115.064028781,102.276813082,107.684482953,93.9496800497
