Label,duration1,duration10,duration11,duration12,duration13,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration9,move1,move10,move11,move12,move13,move2,move3,move4,move5,move6,move7,move8,move9,totalMove1,totalMove10,totalMove11,totalMove12,totalMove13,totalMove2,totalMove3,totalMove4,totalMove5,totalMove6,totalMove7,totalMove8,totalMove9
TRUE,36493.25,5981.58333333,8029.66666667,5740.41666667,7830.79166667,35165,16889,7694.375,8530.375,10349.375,7597.75,15408.1666667,6698.75,501.938526952,70.4146191445,86.0688122425,82.1001944837,448.002721108,91.6079283616,205.393006925,103.988453771,108.369240395,112.096853532,122.172333659,126.978397935,52.2146353375,501.938526952,70.4146191445,86.0688122425,82.1001944837,448.002721108,91.6079283616,205.393006925,103.988453771,108.369240395,112.096853532,122.172333659,126.978397935,52.2146353375
FALSE,11073.4117647,5605.17647059,6986.88235294,8248.94117647,8306.52941176,8211.76470588,15761.1176471,7049.52941176,8521.11764706,8500.52941176,6755.29411765,7531.64705882,6372.35294118,368.95998854,101.559942179,92.3359864786,111.022937064,440.194125147,100.108747808,167.389827431,107.456674762,120.892326022,99.5715255364,96.8936553647,102.056442228,86.906147353,368.95998854,101.559942179,92.3359864786,111.022937064,440.194125147,100.108747808,167.389827431,107.456674762,120.892326022,99.5715255364,96.8936553647,102.056442228,86.906147353
