Label,duration1,duration10,duration11,duration12,duration13,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration9,move1,move10,move11,move12,move13,move2,move3,move4,move5,move6,move7,move8,move9,totalMove1,totalMove10,totalMove11,totalMove12,totalMove13,totalMove2,totalMove3,totalMove4,totalMove5,totalMove6,totalMove7,totalMove8,totalMove9
TRUE,7004653160.36,81991075.0004,90310806.8129,30433022.1671,35317441.1723,17784761577.9,654691928.007,64070605.7417,124103263.658,313281564.242,70361961.0282,1155843169.31,66146765.0282,154856.481799,3316.70542016,9244.24694745,7458.15558194,133525.498077,6271.98257869,27910.4572768,13013.7723435,11447.6139862,13401.2023957,20042.8074742,17468.0015393,2359.01419933,154856.481799,3316.70542016,9244.24694745,7458.15558194,133525.498077,6271.98257869,27910.4572768,13013.7723435,11447.6139862,13401.2023957,20042.8074742,17468.0015393,2359.01419933
FALSE,25444103.0682,5778465.79483,20812102.5768,72952844.8813,3446529.3104,9065361.71178,79611224.2239,6694150.95746,28148445.0474,66006992.1339,18666340.7983,12232186.1132,14801911.6426,59454.1763562,4514.69823238,3208.8327477,3165.96870996,27571.1934504,603.476347314,2215.47164284,3343.12431342,4525.04794987,3895.86668432,2377.85728499,1543.24974648,2768.85340481,59454.1763562,4514.69823238,3208.8327477,3165.96870996,27571.1934504,603.476347314,2215.47164284,3343.12431342,4525.04794987,3895.86668432,2377.85728499,1543.24974648,2768.85340481
